year,month,harvest_level,open,high,low,close_x,volume,temp,CPI,Export Index,close_y,Oil Price
2020,11,4.0,613.2074166933695,618.7954167366028,608.8214999516805,614.1500000317891,53136.78333333333,47.4,260.229,203.3,415.59,38.04
2020,12,1.0,634.4081818551729,640.5932575572621,630.0900000080918,636.3082575364547,35917.90909090909,32.8,260.474,207.6,435.47,43.94
2021,1,1.0,700.0149122539319,708.5838596611692,693.0458771555047,700.7493859675892,61795.52631578947,29.2,261.582,238.1,515.39,48.58
2021,2,1.0,709.9011404137863,715.8329824815717,701.8045614142167,709.2366666626511,61538.31578947369,20.2,263.014,260.9,549.97,55.86
2021,3,1.0,716.1075362329898,721.4423187919285,710.2118840424911,716.4160144640052,31431.659420289856,44.2,264.877,261.9,552.8,59.27
2021,4,1.0,740.2785713559106,751.0539682479132,734.9134127904498,743.5392856295147,51767.62698412698,51.9,267.054,265.4,616.07,58.3
2021,5,1.0,789.7314167022705,796.3776666641236,780.4305833180746,787.177999941508,30756.35,60.2,269.195,338.4,697.39,61.77
2021,6,1.0,750.1379545096195,762.6565907507231,738.61469708067,749.8246212005615,54069.469696969696,74.3,271.696,317.6,672.41,68.04
2021,7,3.0,745.9185714116172,753.746587359716,738.0249205998012,745.2464285653735,14893.34126984127,74.4,273.003,312.2,605.08,69.43
2021,8,2.0,753.3420454083067,761.6394696669145,745.2650000254313,753.0535606615471,23525.469696969696,77.1,273.567,293.6,552.23,64.46
2021,9,3.0,740.6621427990142,745.9861904628693,735.0522222670298,740.9923016078889,26254.492063492064,70.3,274.31,258.6,518.6,68.0
2021,10,5.0,764.9949206397647,773.1657143244668,758.8392856537349,766.4080158718049,51502.80952380953,59.7,276.589,262.1,536.62,77.65
2021,11,4.0,804.0890476590112,812.7516666594006,795.663888900999,803.9042063213531,48694.30952380953,40.3,277.948,270.4,570.89,74.68
2021,12,1.0,809.930681922219,817.2089393789119,803.1359847964662,810.5608333529848,30788.257575757576,38.0,278.802,274.8,591.89,68.36
2022,1,1.0,826.9850832303365,835.9995832443237,819.1594999949137,829.2356665929159,49374.1,20.6,281.148,287.9,609.38,79.18
2022,2,1.0,893.0456140417801,907.5184212400202,881.4802632582815,894.7082455952963,64509.88596491228,27.4,283.716,300.4,650.3700000000001,88.23
2022,3,1.0,983.7760870007501,997.0815217391304,971.4219566013502,983.6161595773006,24110.427536231884,40.7,287.504,340.2,747.42,105.25
2022,4,1.0,1003.1282499949137,1017.0906667073567,992.4602499643962,1005.1274166742961,41090.125,47.0,289.109,353.7,786.06,98.69
2022,5,1.0,1023.4850793868776,1033.1582539876301,1010.7052381000822,1021.5511110093859,25952.880952380954,63.7,292.296,370.5,789.01,106.7
2022,6,1.0,988.6861904689243,1000.2881745837983,974.9252381097702,985.5768253992475,50513.15079365079,72.2,296.311,349.7,758.4,110.77
2022,7,3.0,895.5424166361491,907.3179999351502,882.795666662852,893.0475832303365,14891.416666666666,75.3,296.276,345.3,663.15,97.12000000000002
2022,8,2.0,877.6394201638042,890.9380434561467,866.8219565239506,879.5447825556216,19692.971014492752,74.4,296.171,327.4,632.08,88.2
2022,9,3.0,881.4819841536265,889.7553968883697,873.0627777462914,880.2827778165303,30606.619047619046,67.4,296.808,327.1,681.65,80.73
2022,10,5.0,857.6082539028591,865.5424602447994,849.23253970676,856.6889681740413,50395.98412698413,54.0,298.012,331.8,685.55,83.5
2022,11,4.0,879.6996825687469,886.7687301635742,872.3403969416543,880.2696031842913,42569.97619047619,43.4,297.711,353.0,668.24,81.1
2022,12,1.0,856.7785712953598,864.761190353878,850.6953174046108,857.303254051814,28461.365079365078,29.1,296.797,318.6,650.86,73.66
2023,1,1.0,872.9689166386922,880.6354999860127,866.1595833142599,873.9693333943685,46686.95,32.3,299.17,324.1,670.39,75.32
2023,2,1.0,879.4438596357379,885.7201754586738,871.0994736186245,877.4660527413351,55525.57894736842,33.9,300.84,328.2,671.09,73.63
2023,3,1.0,843.8724637515303,851.558913078861,838.9006522358328,845.5822463933972,37420.04347826087,38.8,301.836,312.1,637.39,70.22
2023,4,1.0,850.6276316057172,858.3401754613508,840.2471052805582,847.4950877741763,43797.666666666664,51.8,303.363,319.0,654.8799999999999,75.93
2023,5,1.0,830.5718938943112,837.4409091255882,820.9831060351747,827.844772714557,40457.568181818184,62.39999999999999,304.127,296.6,608.91,68.55
2023,6,1.0,845.591666690887,861.3808730291942,834.3957936725919,848.7188888731457,55810.230158730155,70.8,305.109,298.0,615.17,67.35
2023,7,3.0,848.7927501042684,860.7402499516805,837.7758333524068,848.359166653951,19600.291666666668,75.7,305.691,273.8,548.62,72.48
2023,8,2.0,785.0964493129565,794.3300000619197,777.3475362252498,785.5184057484503,22221.0,74.3,307.026,255.4,475.85,78.19
2023,9,3.0,776.3057500521342,781.0044166564942,769.8898334185283,774.2940833727519,30464.166666666668,69.5,307.789,241.7,473.79,85.77
2023,10,5.0,748.0925757379243,755.2529545408306,741.4783333865079,747.9384848565767,58585.11363636364,57.1,307.671,250.0,488.43,82.67
2023,11,4.0,757.2994445013621,764.9782540154836,750.7503174675835,757.9690476372128,53246.666666666664,42.9,307.051,240.4,468.29,74.1
2023,12,1.0,761.2716666221619,767.0085832913717,754.8885833740235,760.0863334019979,31873.416666666668,39.0,306.746,233.1,468.94,68.95
